ts_utc_iso,real_lat,real_lon,real_alt_m,spoof_lat,spoof_lon,spoof_alt_m
2025-10-18T15:12:51.790275+00:00Z,4.739799611841268e-06,8.546230738529605e-07,0.0002668893337249756,,,
2025-10-18T15:12:51.990307+00:00Z,4.739799615239085e-06,8.546230718287498e-07,0.0002698419690132141,,,
2025-10-18T15:12:52.190279+00:00Z,4.7397996185988735e-06,8.546230701546874e-07,0.0002705848813056946,,,
2025-10-18T15:12:52.390323+00:00Z,4.739799620482015e-06,8.546230663531491e-07,0.00026893773674964904,,,
2025-10-18T15:12:52.590310+00:00Z,4.739799621987146e-06,8.546230611861908e-07,0.000266124963760376,,,
2025-10-18T15:12:52.790296+00:00Z,4.7397996247057405e-06,8.54623056834022e-07,0.0002638968527317047,,,
2025-10-18T15:12:52.990378+00:00Z,4.739799628229252e-06,8.546230550673052e-07,0.00026269376277923587,,,
2025-10-18T15:12:53.190445+00:00Z,4.73979963228533e-06,8.546230558112468e-07,0.0002629903256893158,,,
2025-10-18T15:12:53.390230+00:00Z,4.739799634810449e-06,8.546230572164334e-07,0.00026272237300872803,,,
2025-10-18T15:12:53.590369+00:00Z,4.739799633672018e-06,8.546230589838624e-07,0.00026150864362716673,,,
2025-10-18T15:12:53.790301+00:00Z,4.739799631037785e-06,8.546230574913398e-07,0.0002606867253780365,,,
2025-10-18T15:12:53.991384+00:00Z,4.7397996294802585e-06,8.546230542006914e-07,0.00025894564390182493,,,
2025-10-18T15:12:54.190287+00:00Z,4.739799626644621e-06,8.546230508467134e-07,0.00025467690825462343,,,
2025-10-18T15:12:54.390364+00:00Z,4.739799622818545e-06,8.546230479553829e-07,0.00024983346462249757,,,
2025-10-18T15:12:54.590325+00:00Z,4.739799620684241e-06,8.546230452525911e-07,0.00024339395761489868,,,
2025-10-18T15:12:54.793590+00:00Z,4.739799619904237e-06,8.546230430046565e-07,0.00023558813333511352,,,
2025-10-18T15:12:54.990269+00:00Z,4.739799617556744e-06,8.546230420849879e-07,0.00022869761288166047,,,
2025-10-18T15:12:55.190286+00:00Z,4.73979961469899e-06,8.546230430381526e-07,0.0002240995317697525,,,
2025-10-18T15:12:55.390344+00:00Z,4.7397996133861065e-06,8.546230437802516e-07,0.00022186176478862762,,,
2025-10-18T15:12:55.590289+00:00Z,4.739799613869376e-06,8.546230446133757e-07,0.0002212633490562439,,,
2025-10-18T15:12:55.790302+00:00Z,4.739799615541201e-06,8.54623045716763e-07,0.00022192193567752838,,,
2025-10-18T15:12:55.990323+00:00Z,4.7397996188573846e-06,8.5462304843372e-07,0.00022148777544498443,,,
2025-10-18T15:12:56.190297+00:00Z,4.739799622543124e-06,8.546230519402632e-07,0.00021833503246307374,,,
2025-10-18T15:12:56.391557+00:00Z,4.739799624201148e-06,8.546230544817568e-07,0.00021464864909648894,,,
2025-10-18T15:12:56.590205+00:00Z,4.739799624590247e-06,8.546230562826961e-07,0.00021176427602767945,,,
2025-10-18T15:12:56.790861+00:00Z,4.739799622666048e-06,8.546230601072993e-07,0.00021080420911312103,,,
2025-10-18T15:12:56.990283+00:00Z,4.739799619746495e-06,8.546230654372332e-07,0.0002109552174806595,,,
2025-10-18T15:12:57.191019+00:00Z,4.73979961570509e-06,8.546230712399545e-07,0.0002123100608587265,,,
2025-10-18T15:12:57.390289+00:00Z,4.739799613698655e-06,8.546230776335619e-07,0.0002142179310321808,,,
2025-10-18T15:12:57.590234+00:00Z,4.739799614089007e-06,8.546230824579969e-07,0.0002135610729455948,,,
2025-10-18T15:12:57.790240+00:00Z,4.7397996155525246e-06,8.546230866019631e-07,0.00021069012582302092,,,
2025-10-18T15:12:57.990265+00:00Z,4.739799617390149e-06,8.546230925936911e-07,0.0002065710425376892,,,
2025-10-18T15:12:58.190222+00:00Z,4.739799620313025e-06,8.546230995666077e-07,0.00020175613462924957,,,
2025-10-18T15:12:58.390156+00:00Z,4.739799623044368e-06,8.54623108297358e-07,0.00019782069325447084,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:12:58.590381+00:00Z,4.739799624698258e-06,8.546231149307767e-07,0.0001958053708076477,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:12:58.790285+00:00Z,4.739799624620734e-06,8.546231184507944e-07,0.0001962803304195404,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:12:58.990276+00:00Z,4.739799622255701e-06,8.546230966237899e-07,0.00020713165402412416,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:12:59.190338+00:00Z,4.739799614972311e-06,8.546230200689166e-07,0.00023082789778709412,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:12:59.390325+00:00Z,4.739799577031728e-06,8.54622793771412e-07,0.0002797316312789917,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:12:59.590321+00:00Z,4.739799442156397e-06,8.546223422854076e-07,0.0004012356698513031,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:12:59.790308+00:00Z,4.739799177534777e-06,8.546216820354529e-07,0.0006213133335113525,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:12:59.990301+00:00Z,4.739798812443837e-06,8.546208762112204e-07,0.0009432636499404907,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:00.190324+00:00Z,4.739798467377202e-06,8.546201363018106e-07,0.0013230593204498291,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:00.391972+00:00Z,4.739798116140374e-06,8.546193573249907e-07,0.001838714838027954,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:00.590357+00:00Z,4.739797834703396e-06,8.546186930694347e-07,0.0023811378479003907,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:00.790354+00:00Z,4.739797616321784e-06,8.546181721203098e-07,0.0029064865112304688,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:00.990232+00:00Z,4.739797470449188e-06,8.546177457488426e-07,0.0033566138744354247,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:01.192278+00:00Z,4.739797424277026e-06,8.546174423688978e-07,0.0036437015533447264,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:01.390645+00:00Z,4.7397974361445575e-06,8.54617167181944e-07,0.003890523910522461,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:01.590296+00:00Z,4.7397974765642905e-06,8.546169929929521e-07,0.004077480316162109,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:01.790364+00:00Z,4.739797511759655e-06,8.546169309197705e-07,0.0042204904556274415,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:01.990287+00:00Z,4.7397975340462426e-06,8.546169546728221e-07,0.004333484172821045,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:02.190264+00:00Z,4.7397975497629e-06,8.546170227027742e-07,0.004428549289703369,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:02.390310+00:00Z,4.739797563292453e-06,8.546171090486606e-07,0.00451140546798706,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:02.590428+00:00Z,4.7397975759803146e-06,8.546171994322151e-07,0.004585117816925049,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:02.790301+00:00Z,4.7397975831471645e-06,8.546172728628651e-07,0.004641637802124023,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:02.990719+00:00Z,4.739797583842469e-06,8.546173415191189e-07,0.004697208881378174,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:03.191927+00:00Z,4.739797575398503e-06,8.546173920167339e-07,0.004747470378875732,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:03.390311+00:00Z,4.739797560508485e-06,8.546174179720222e-07,0.004788092136383057,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:03.591141+00:00Z,4.739797541072331e-06,8.546174258174132e-07,0.004824936389923096,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:03.793427+00:00Z,4.739797519524291e-06,8.546174155460873e-07,0.0048603124618530275,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:03.990340+00:00Z,4.739797502565e-06,8.546173920568787e-07,0.004885097026824951,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:04.190367+00:00Z,4.7397974849849796e-06,8.546173562007301e-07,0.004916151046752929,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:04.390253+00:00Z,4.739797468386328e-06,8.546173144184545e-07,0.004945342540740967,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:04.590692+00:00Z,4.739797453200167e-06,8.546172679354809e-07,0.004968231201171875,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:04.790275+00:00Z,4.73979743855093e-06,8.546172204920609e-07,0.004985694885253906,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:04.990333+00:00Z,4.739797423843588e-06,8.546171793044489e-07,0.0049986052513122554,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:05.190283+00:00Z,4.739797406804777e-06,8.546171379339564e-07,0.005010298728942871,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:05.390309+00:00Z,4.739797390310573e-06,8.546170991474748e-07,0.005020552158355713,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:05.590300+00:00Z,4.73979737230869e-06,8.546170593004124e-07,0.005030134201049805,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:05.790294+00:00Z,4.73979735709123e-06,8.546170242225518e-07,0.005039015293121338,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:05.990375+00:00Z,4.73979734171669e-06,8.546169862305751e-07,0.005048141479492187,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:06.190301+00:00Z,4.739797325513101e-06,8.546169468952314e-07,0.0050562782287597655,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:06.390120+00:00Z,4.739797311037869e-06,8.546169139641274e-07,0.005063293933868408,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:06.590303+00:00Z,4.739797297242528e-06,8.546168845995326e-07,0.005069984436035156,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:06.790350+00:00Z,4.73979728512089e-06,8.546168546383351e-07,0.0050779151916503906,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:06.990451+00:00Z,4.739797274649631e-06,8.546168271748673e-07,0.005087517261505127,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:07.190375+00:00Z,4.739797262398256e-06,8.546167997247417e-07,0.005096320152282715,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:07.390277+00:00Z,4.739797251118408e-06,8.546167737710026e-07,0.005104317665100098,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:07.591092+00:00Z,4.739797241741094e-06,8.546167486837557e-07,0.005112141609191895,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:07.790275+00:00Z,4.739797229822177e-06,8.546167225342184e-07,0.005116452693939209,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:07.990288+00:00Z,4.739797219966639e-06,8.546167013290985e-07,0.0051185951232910155,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:08.190311+00:00Z,4.739797208012416e-06,8.54616677084943e-07,0.005121234893798828,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:08.390373+00:00Z,4.7397971981607416e-06,8.546166523901793e-07,0.0051250624656677245,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:08.590297+00:00Z,4.739797192651693e-06,8.546166308560799e-07,0.005131588935852051,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:08.790501+00:00Z,4.739797188928991e-06,8.546166086825265e-07,0.005138240337371826,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:08.990353+00:00Z,4.739797186171808e-06,8.546165921611349e-07,0.005144932270050049,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:09.190279+00:00Z,4.739797182346704e-06,8.546165758300672e-07,0.005149806976318359,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:09.390331+00:00Z,4.739797176021256e-06,8.546165638658236e-07,0.005153616428375244,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:09.590863+00:00Z,4.739797168004776e-06,8.546165554445563e-07,0.005156380176544189,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:09.790288+00:00Z,4.367572392030393e-06,8.546160527962796e-07,0.005183964729309082,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:09.990647+00:00Z,4.367572493647482e-06,8.546160558283919e-07,0.005308230876922607,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:10.190563+00:00Z,4.367572738944072e-06,8.546160649263186e-07,0.005402941226959229,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:10.390403+00:00Z,4.367572966944244e-06,8.546160801023174e-07,0.005444100856781006,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:10.590235+00:00Z,4.367573116963477e-06,8.546160989042949e-07,0.005390225887298584,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:10.790239+00:00Z,4.367573161271616e-06,8.546161145843147e-07,0.00525931167602539,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:10.990780+00:00Z,4.3675731329356375e-06,8.5461612901415e-07,0.005127825260162353,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:11.190331+00:00Z,4.36757304816088e-06,8.546161457059811e-07,0.004991526126861572,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:11.390996+00:00Z,4.367572933652593e-06,8.546161613101912e-07,0.004880702972412109,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:11.591225+00:00Z,4.3675728212236945e-06,8.546161759269545e-07,0.004768045425415039,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:11.790218+00:00Z,4.367572726108861e-06,8.546161879298209e-07,0.004648771286010742,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:11.990360+00:00Z,4.367572658235821e-06,8.546161942933869e-07,0.004536403179168701,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:12.190430+00:00Z,4.367572604678727e-06,8.546161990467548e-07,0.004412156581878662,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:12.390328+00:00Z,4.367572570254631e-06,8.546162012050935e-07,0.004285378932952881,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:12.590304+00:00Z,4.367572550408497e-06,8.546162038586116e-07,0.004157548904418946,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:12.790368+00:00Z,4.367572539901076e-06,8.546162085649656e-07,0.0040275750160217285,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:12.990483+00:00Z,4.367572534347823e-06,8.546162140064192e-07,0.00389463210105896,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:13.190386+00:00Z,4.367572533654182e-06,8.546162178384142e-07,0.0037598280906677244,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:13.390334+00:00Z,4.367572534603524e-06,8.546162224675953e-07,0.003624826669692993,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:13.590258+00:00Z,4.367572534578849e-06,8.546162282439951e-07,0.0034891932010650633,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:13.790292+00:00Z,4.367572533283076e-06,8.546162349742538e-07,0.00335166335105896,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:13.990372+00:00Z,4.367572531936063e-06,8.546162399403329e-07,0.003230107307434082,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:14.190365+00:00Z,4.367572530014453e-06,8.546162430790763e-07,0.0030912940502166746,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:14.390284+00:00Z,4.367572526734161e-06,8.546162417218861e-07,0.0029532861709594726,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:14.590330+00:00Z,4.367572522067885e-06,8.546162378497433e-07,0.0028146686553955076,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:14.790375+00:00Z,4.367572517877958e-06,8.546162336072566e-07,0.002691844463348389,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:14.991179+00:00Z,4.367572514820061e-06,8.5461622907788e-07,0.002539694309234619,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:15.190304+00:00Z,4.367572514393903e-06,8.546162260304626e-07,0.0024078779220581053,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:15.390327+00:00Z,4.367572513367516e-06,8.546162223596747e-07,0.002264921188354492,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:15.590584+00:00Z,4.367572513601788e-06,8.54616217345552e-07,0.0021214325428009035,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:15.791068+00:00Z,4.367572515550989e-06,8.546162124896247e-07,0.0019769985675811767,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:15.992431+00:00Z,4.36757251921261e-06,8.546162081129275e-07,0.0018327503204345703,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:16.192219+00:00Z,4.367572522850586e-06,8.546162046024508e-07,0.0016884346008300781,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:16.390703+00:00Z,4.3675725258951415e-06,8.546162030732756e-07,0.0015443782806396484,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:16.590515+00:00Z,4.367572528521586e-06,8.546162041382445e-07,0.0014062057733535767,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:16.790296+00:00Z,4.367572530220289e-06,8.546162068897439e-07,0.0012552947998046874,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:16.990227+00:00Z,4.367572531706088e-06,8.546162095433262e-07,0.0011154041290283203,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:17.190596+00:00Z,4.367572533764493e-06,8.546162112889536e-07,0.0009817143082618714,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:17.390440+00:00Z,4.3675725365219415e-06,8.546162112785812e-07,0.0008367862701416015,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:17.590516+00:00Z,4.367572539803146e-06,8.546162081806334e-07,0.0006924735307693482,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:17.790286+00:00Z,4.367572544094853e-06,8.546162026663346e-07,0.0005486186742782593,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:17.990286+00:00Z,4.367572549151857e-06,8.546161984386012e-07,0.0004273536205291748,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:18.190257+00:00Z,4.367572551699581e-06,8.546162025912267e-07,0.0004406215250492096,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:18.390221+00:00Z,4.367572553642256e-06,8.546162065923763e-07,0.0004494353234767914,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:18.590387+00:00Z,4.367572553833016e-06,8.546162096258238e-07,0.00045533105731010437,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:18.790486+00:00Z,4.367572554066397e-06,8.546162140956051e-07,0.0004606212079524994,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:18.990321+00:00Z,4.367572554817933e-06,8.546162207366074e-07,0.00046412426233291624,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:19.190316+00:00Z,4.367572555120015e-06,8.546162266311548e-07,0.0004674760699272156,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:19.390340+00:00Z,4.367572554188772e-06,8.546162302204023e-07,0.0004692935347557068,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:19.590306+00:00Z,4.367572551307852e-06,8.546162314200325e-07,0.0004683547914028168,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:19.790363+00:00Z,4.367572548547425e-06,8.546162307069607e-07,0.0004666875898838043,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:19.990315+00:00Z,4.367572547305556e-06,8.546162287041579e-07,0.0004652279317378998,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:20.190289+00:00Z,4.367572546263615e-06,8.546162262032302e-07,0.000462098628282547,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:20.390339+00:00Z,4.3675725452300755e-06,8.546162224611869e-07,0.00045849916338920594,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:20.590278+00:00Z,4.367572544164566e-06,8.546162174019268e-07,0.0004539545178413391,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:20.790303+00:00Z,4.367572543961042e-06,8.546162132285369e-07,0.0004495454430580139,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:20.990413+00:00Z,4.367572544366962e-06,8.546162123295087e-07,0.0004441128075122833,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:21.190346+00:00Z,4.367572544389532e-06,8.546162128622339e-07,0.00043692931532859805,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:21.390304+00:00Z,4.367572543192738e-06,8.546162159945576e-07,0.00043113428354263307,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:21.590363+00:00Z,4.367572542911189e-06,8.546162185811089e-07,0.0004267878532409668,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:21.790231+00:00Z,4.367572542609726e-06,8.546162197583523e-07,0.00042242050170898437,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:21.990301+00:00Z,4.367572542075087e-06,8.54616219676789e-07,0.000420053631067276,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:22.190990+00:00Z,4.367572539056214e-06,8.546162190036768e-07,0.0004168922007083893,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:22.391056+00:00Z,4.3675725359525295e-06,8.5461622025674e-07,0.0004134109318256378,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:22.591120+00:00Z,4.367572534308455e-06,8.546162228927219e-07,0.00041022226214408873,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:22.790310+00:00Z,4.36757253358698e-06,8.546162232743927e-07,0.00040779152512550353,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:22.990994+00:00Z,4.367572534466856e-06,8.546162236838565e-07,0.00040545523166656493,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:23.190778+00:00Z,4.367572536377275e-06,8.546162242387475e-07,0.0004026963710784912,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:23.390525+00:00Z,4.3675725361008e-06,8.546162249048751e-07,0.00040155676007270813,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:23.590339+00:00Z,4.3675725348432476e-06,8.546162265821387e-07,0.00039998090267181395,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:23.790446+00:00Z,4.367572534767269e-06,8.546162298755196e-07,0.0003981477916240692,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:23.990598+00:00Z,4.3675725360178705e-06,8.546162312736769e-07,0.0003969547152519226,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:24.190279+00:00Z,4.367572536038817e-06,8.546162323394626e-07,0.000394594669342041,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:24.390229+00:00Z,4.367572536078864e-06,8.546162332433151e-07,0.0003917184472084045,4.7397969,8.5461574862,0.0011810859441
2025-10-18T15:13:24.590216+00:00Z,4.367572536127056e-06,8.546162341425345e-07,0.0003899976909160614,4.7397969,8.5461574862,0.0011810859441
